"","Artist","Set_Name","Classifications","Abilities","Set_Num","Color","Franchise","Image","Cost","Inkable","Name","Type","Lore","Rarity","Unique_ID","Card_Num","Body_Text","Willpower","Strength","Set_ID","Flavor_Text","Card_Variants","Move_Cost"
"663","Simone Buonfantino","Ursula's Return","Storyborn, Ally",NA,4,"Amethyst","Frozen","https://lorcana-api.com/images/marshmallow/terrifying_snowman/marshmallow-terrifying_snowman-large.png",3,FALSE,"Marshmallow - Terrifying Snowman","Character",1,"Uncommon","URS-051",51,"Behemoth - This character gets +1{s} for each card in your hand.",3,0,"URS","""You're very strong. Do you work out?""
-Olaf",NA,NA
"664","Veronica Di Lorenzo/Livio Cacciatore","Ursula's Return","Storyborn, Ally",NA,4,"Amethyst","The Beauty and the Beast","https://lorcana-api.com/images/mrs._potts/enchanted_teapot/mrs._potts-enchanted_teapot-large.png",4,TRUE,"Mrs. Potts - Enchanted Teapot","Character",2,"Rare","URS-052",52,"It'll Turn Out All Right - When you play this character, if you have a character named Lumiere or Cogsworth in play, you may draw a card.",4,3,"URS",NA,NA,NA
"665","Samanta Erdini","Ursula's Return","Storyborn, Ally, Madrigal",NA,4,"Amethyst","Encanto","https://lorcana-api.com/images/pepa_madrigal/weather_maker/pepa_madrigal-weather_maker-large.png",5,FALSE,"Pepa Madrigal - Weather Maker","Character",1,"Rare","URS-053",53,"It Looks Like rain - When you play this character, you may exert chosen opposing character. That character can't ready at the start of their next turn unless they're at a location.",5,1,"URS",NA,NA,NA
"666","Emily Abeydeera","Ursula's Return","Storyborn, Hero","Rush, Evasive",4,"Amethyst","Peter Pan","https://lorcana-api.com/images/peter_pan/shadow_finder/peter_pan-shadow_finder-large.png",3,FALSE,"Peter Pan - Shadow Finder","Character",1,"Super Rare","URS-054",54,"Rush (This character can challenge the turn they're played.)
Evasive (Only characters with Evasive can challenge this character.)
Fly, of Course! - You other characters with Evasive gain Rush.",3,2,"URS",NA,NA,NA
"667","Hadjie Joos","Ursula's Return","Storyborn, Ally",NA,4,"Amethyst","Encanto","https://lorcana-api.com/images/pico/helpful_toucan/pico-helpful_toucan-large.png",2,TRUE,"Pico - Helpful Toucan","Character",1,"Common","URS-055",55,NA,2,3,"URS","He spotted a mysterious glow in the mountains nearby. Could it be a missing piece of the prophecy?",NA,NA
"668","Kenneth Anderson","Ursula's Return","Storyborn, Ally","Evasive",4,"Amethyst","Peter Pan","https://lorcana-api.com/images/tick/tock,_ever-present_pursuer/tick-tock,_ever-present_pursuer-large.png",6,TRUE,"Tick-Tock, Ever-Present Pursuer","Character",1,"Common","URS-056",56,"Evasive (Only characters with Evasive can challenge this character.)",7,4,"URS","""That cursed beast liked the taste of me so well he's followed me ever since . . . .""
-Captain Hook",NA,NA
"669","Adam Ford","Ursula's Return","Dreamborn, Villain, Sorcerer","Challenger +2",4,"Amethyst","The Little Mermaid","https://lorcana-api.com/images/ursula/mad_sea_witch/ursula-mad_sea_witch-large.png",2,TRUE,"Ursula - Mad Sea Witch","Character",1,"Uncommon","URS-057",57,"Challenger +2 (While challenging, this character gets +2{s}.)",3,1,"URS","""After her, Flotsam! I can't rule Lorcana without the Hexwell Crown!""",NA,NA
"670","LadyShalirin","Ursula's Return","Floodborn, Villain, Queen, Sorcerer","Shift 5",4,"Amethyst","The Little Mermaid","https://lorcana-api.com/images/ursula/sea_witch_queen/ursula-sea_witch_queen-large.png",7,TRUE,"Ursula - Sea Witch Queen","Character",3,"Legendary","URS-058",58,"Shift 5 (You may pay 5{i} to play this on top of one of your characters named Ursula.)
Now I am the Ruler! - Whenever this character quests, exert chosen character.
You'll Listen to Me! - Other characters can't exert to sing songs.",7,4,"URS",NA,NA,NA
"671","Matthew Robert Davies","Ursula's Return","Storyborn, Hero, Sorcerer",NA,4,"Amethyst","Fantasia","https://lorcana-api.com/images/yen_sid/powerful_sorcerer/yen_sid-powerful_sorcerer-large.png",2,TRUE,"Yen Sid - Powerful Sorcerer","Character",1,"Legendary","URS-059",59,"Timely Intervention - When you play this character, if you have a character named Magic Broom in play, you may draw a card.
Arcane Study - While you have 2 or more Broom characters in play, this character gets +2{l}.",3,1,"URS",NA,NA,NA
"672","Denny Minonne","Ursula's Return",NA,NA,4,"Amethyst","The Little Mermaid","https://lorcana-api.com/images/poor_unfortunate_souls/poor_unfortunate_souls-large.png",2,TRUE,"Poor Unfortunate Souls","Action - Song",NA,"Common","URS-060",60,"(A character with cost 2 or more can {e} to sing this song for free.)
Return chosen character, Item, or location with cost 2 or less to their player's hand.",NA,NA,"URS","In pain, in need",NA,NA
"673","Natalia Trykowska","Ursula's Return",NA,"Sing Together 10",4,"Amethyst","Peter Pan","https://lorcana-api.com/images/second_star_to_the_right/second_star_to_the_right-large.png",10,FALSE,"Second Star to the Right","Action - Song",NA,"Rare","URS-061",61,"Sing Together 10 (Any number of your or your teammates' characters with total cost 10 or more may {e} to sing this song for free.)
Chosen player draws 5 cards.",NA,NA,"URS","Lead us to the land we dream of",NA,NA
"674","Wouter Bruneel","Ursula's Return",NA,"Rush",4,"Amethyst","Encanto","https://lorcana-api.com/images/swing_into_action/swing_into_action-large.png",1,TRUE,"Swing Into Action","Action",NA,"Common","URS-062",62,"Chosen character gins Rush this turn. (They can challenge the turn they're played.)",NA,NA,"URS",NA,NA,NA
"675","Eri Welli","Ursula's Return",NA,NA,4,"Amethyst","The Little Mermaid","https://lorcana-api.com/images/ursula's_plan/ursula's_plan-large.png",3,FALSE,"Ursula's Plan","Action",NA,"Uncommon","URS-063",63,"Each opponent chooses and exerts one of their characters. Those characters can't ready at the start of their next turn.",NA,NA,"URS","""With both the crown and the trident, together we would be unstoppable!""",NA,NA
"676","Olivier Desiree","Ursula's Return",NA,NA,4,"Amethyst","The Beauty and the Beast","https://lorcana-api.com/images/mystical_rose/mystical_rose-large.png",2,TRUE,"Mystical Rose","Item",NA,"Rare","URS-064",64,"Dispel the Entanglement - Banish this item: Chosen character named Beast gets +2{l} this turn. If you have a character named Belle in play, Move up to 3 damage counters from chosen character to chosen opposing character.",NA,NA,"URS",NA,NA,NA
"677","Gabriel Angelo","Ursula's Return",NA,NA,4,"Amethyst","The Beauty and the Beast","https://lorcana-api.com/images/rose_lantern/rose_lantern-large.png",2,TRUE,"Rose Lantern","Item",NA,"Common","URS-065",65,"Mystical Petals - {e}, 2{i}: Move 1 damage counter from chosen character to chosen opposing character.",NA,NA,"URS","The transformed rose made short work of the Beast's wound. But even the gentlest magic comes at a cost.",NA,NA
"678","Matt Chapman","Ursula's Return",NA,NA,4,"Amethyst","The Little Mermaid","https://lorcana-api.com/images/triton's_trident/triton's_trident-large.png",2,TRUE,"Triton's Trident","Item",NA,"Uncommon","URS-066",66,"Symbol of Power - Banish this item: Chosen character gets +1{s} this turn for each card in your hand.",NA,NA,"URS","""Just imagine all this power in the wrong hands . . .""
-Ursula",NA,NA
"679","Rachel Elese","Ursula's Return",NA,NA,4,"Amethyst","Encanto","https://lorcana-api.com/images/casa_madrigal/casita/casa_madrigal-casita-large.png",1,TRUE,"Casa Madrigal - Casita","Location",NA,"Common","URS-067",67,"Our Home - At the start of your turn, if you have a character here gain 1 lore.",6,NA,"URS",NA,NA,1
"680","Eri Welli / Sam Burley","Ursula's Return",NA,NA,4,"Amethyst","The Little Mermaid","https://lorcana-api.com/images/ursula's_lair/eye_of_the_storm/ursula's_lair-eye_of_the_storm-large.png",3,FALSE,"Ursula's Lair - Eye of the Storm","Location",1,"Rare","URS-068",68,"Slippery Halls - Whenever a character is banished in a challenge while here, you may return them to your hand.
Seat of Power - Characters named Ursula get +1{l} while here.",6,NA,"URS",NA,NA,2
"681","Heidi Neunhoffer","Ursula's Return","Storyborn, Ally",NA,4,"Emerald","Mulan","https://lorcana-api.com/images/cri/kee-lucky_cricket/cri-kee-lucky_cricket-large.png",5,TRUE,"Cri-Kee - Lucky Cricket","Character",3,"Rare","URS-069",69,"Spreading Good Fortune - When you play this character, your other characters get +3{s} this turn.",4,3,"URS","Everyone feels better just knowing he's around.",NA,NA
"682","Alice Pisoni","Ursula's Return","Floodborn, Ally","Shift, Evasive",4,"Emerald","Sleeping Beauty","https://lorcana-api.com/images/diablo/devoted_herald/diablo-devoted_herald-large.png",3,FALSE,"Diablo - Devoted Herald","Character",1,"Legendary","URS-070",70,"Shift: Discard an action card (You may discard an action card to play this on top of one of your characters named Diablo.)
Evasive (Only characters with Evasive can challenge this character.)
Circle Far and Wide - During each opponent's turn, whenever they draw a card while this character is exerted, you may draw a card.",2,2,"URS",NA,NA,NA
"683","Ellie Harie","Ursula's Return","Storyborn, Ally",NA,4,"Emerald","Sleeping Beauty","https://lorcana-api.com/images/diablo/maleficent's_spy/diablo-maleficent's_spy-large.png",1,TRUE,"Diablo - Maleficent's Spy","Character",1,"Common","URS-071",71,"Scout Ahead - When you play this character, you may look at each opponent's hand.",2,1,"URS","""Keep an eye on the sea witch, my pet. Tell me everything.""
-Maleficent",NA,NA
"684","Anderson Mahanski","Ursula's Return","Dreamborn, Ally",NA,4,"Emerald","Tangled","https://lorcana-api.com/images/gunther/interior_designer/gunther-interior_designer-large.png",4,TRUE,"Gunther - Interior Designer","Character",2,"Common","URS-072",72,"Sad-Eyed Puppy - When this character is challenged and banished, each opponent chooses one of their characters and returns that card to their hand.",3,3,"URS","""I hate to cover this trap door. It really pulls the room together!""",NA,NA
"685","Maddie Shilt","Ursula's Return","Storyborn, Ally",NA,4,"Emerald","Cinderella","https://lorcana-api.com/images/gus/champion_of_cheese/gus-champion_of_cheese-large.png",2,TRUE,"Gus - Champion of Cheese","Character",1,"Common","URS-073",73,NA,3,2,"URS","You can always rely on him when it comes to cheese.",NA,NA
"686","Alan Batson","Ursula's Return","Storyborn, Villain, Deity",NA,4,"Emerald","Hercules","https://lorcana-api.com/images/hades/double_dealer/hades-double_dealer-large.png",4,TRUE,"Hades - Double Dealer","Character",1,"Legendary","URS-074",74,"Here's the Trade-Off - {e}, Banish one of your other characters: Play a character with the same name as the banished character for free.",3,3,"URS",NA,NA,NA
"687","Anna Stosik","Ursula's Return","Storyborn, Ally",NA,4,"Emerald","Moana","https://lorcana-api.com/images/heihei/bumbling_rooster/heihei-bumbling_rooster-large.png",3,TRUE,"HeiHei - Bumbling Rooster","Character",2,"Uncommon","URS-075",75,"Fatten You Up - When you play this character, if an opponent has more cards in their inkwell than you, you may put the top card of your deck into your inkwell facedown and exerted.",3,2,"URS",NA,NA,NA
"688","Raquel Villanueva","Ursula's Return","Storyborn, Queen, Deity","Ward, Evasive",4,"Emerald","Hercules","https://lorcana-api.com/images/hera/queen_of_the_gods/hera-queen_of_the_gods-large.png",3,TRUE,"Hera - Queen of the Gods","Character",2,"Rare","URS-076",76,"Ward (Opponents can't choose this character except to challenge.)
Protective Goddess - Your characters named Zeus gain Ward.
You're a True Hero - Your characters named Hercules gain Evasive. (Only characters with Evasive can challenge them.)",3,1,"URS",NA,NA,NA
"689","Maddie Shilt","Ursula's Return","Storyborn, Ally","Reckless",4,"Emerald","Cinderella","https://lorcana-api.com/images/jaq/connoisseur_of_climbing/jaq-connoisseur_of_climbing-large.png",3,TRUE,"Jaq - Connoisseur of Climbing","Character",2,"Common","URS-077",77,"Sneaky Idea - When you play this character, chosen opposing character gains Reckless during their next turn. (They can't quest and must challenge if able.)",4,1,"URS","Teamwork makes the cheese work.",NA,NA
"690","Alice Pisoni","Ursula's Return","Dreamborn, Hero, Princess",NA,4,"Emerald","Aladdin","https://lorcana-api.com/images/jasmine/desert_warrior/jasmine-desert_warrior-large.png",5,FALSE,"Jasmine - Desert Warrior","Character",2,"Rare","URS-078",78,"Cunning Maneuver - When you play this character and whenever she's challenged, each opponent chooses and discards a card.",3,3,"URS",NA,NA,NA
"691","Yu Nguyen","Ursula's Return","Dreamborn, Ally",NA,4,"Emerald","Hercules","https://lorcana-api.com/images/megara/captivating_cynic/megara-captivating_cynic-large.png",3,FALSE,"Megara - Captivating Cynic","Character",2,"Common","URS-079",79,"Shady Deal - When you play this character, choose and discard a card or banish this character.",6,3,"URS","With love, there's always a catch.",NA,NA
"692","Ye Yang / Raquel Villanueva","Ursula's Return","Storyborn, Ally","Ward",4,"Emerald","Hercules","https://lorcana-api.com/images/megara/liberated_one/megara-liberated_one-large.png",5,TRUE,"Megara - Liberated one","Character",2,"Uncommon","URS-080",80,"Ward (Opponents can't choose this character except to challenge.)
People Always Do Crazy Things - Whenever you play a character named Hercules, You may ready this character.",4,4,"URS",NA,NA,NA
"693","Oggy Christiansson","Ursula's Return","Storyborn, Ally",NA,4,"Emerald","Hercules","https://lorcana-api.com/images/pain/immortal_sidekick/pain-immortal_sidekick-large.png",3,TRUE,"Pain - Immortal Sidekick","Character",2,"Uncommon","URS-081",81,NA,4,2,"URS","""We totally took care of that thing you told us to do and definitely did not spend the day in Thebes ticketing chariots and stealing people's laundry.""",NA,NA
"694","Oggy Christiansson","Ursula's Return","Storyborn, Ally",NA,4,"Emerald","Hercules","https://lorcana-api.com/images/panic/immortal_sidekick/panic-immortal_sidekick-large.png",4,TRUE,"Panic - Immortal Sidekick","Character",2,"Uncommon","URS-082",82,"Reporting for Duty - While this character is exerted, if you have a character named pain in play, your Villain characters can't be challenged.",3,3,"URS","""We absolutely took care of that thing, boss. No problems, just great.""",NA,NA
"695","Brian Weisz","Ursula's Return","Floodborn, Ally","Shift 3, Evasive",4,"Emerald","Hercules","https://lorcana-api.com/images/pegasus/cloud_racer/pegasus-cloud_racer-large.png",5,TRUE,"Pegasus - Cloud Racer","Character",2,"Uncommon","URS-083",83,"Shift 3 (You may pay 3{i} to play this on top of one of your characters named Pegasus.)
Evasive (Only characters with Evasive can challenge this character.)
Hop On! - When you play this character, if you used Shift to play him, your characters gain Evasive until the start of your next turn.",3,3,"URS",NA,NA,NA
"696","Brian Weisz","Ursula's Return","Storyborn, Ally","Evasive",4,"Emerald","Hercules","https://lorcana-api.com/images/pegasus/gift_for_hercules/pegasus-gift_for_hercules-large.png",1,TRUE,"Pegasus - Gift for Hercules","Character",1,"Common","URS-084",84,"Evasive (Only characters with Evasive can challenge this character.)",1,1,"URS","""His name is Pegasus. And he's all yours. . . .""
-Zeus",NA,NA
"697","Carlos Luzzi","Ursula's Return","Dreamborn, Villain, Musketeer",NA,4,"Emerald","The Three Musketeers","https://lorcana-api.com/images/pete/born_to_cheat/pete-born_to_cheat-large.png",2,FALSE,"Pete - Born to Cheat","Character",1,"Super Rare","URS-085",85,"I Clobber You! - Whenever this character quests while he has 5{s} or more, return chosen character with 2{s} or less to their player's hand.",3,2,"URS",NA,NA,NA
