"","Name","Set_Name","Classifications","Abilities","Color","Franchise","Cost","Inkable","Type","Lore","Rarity","Body_Text","Willpower","Strength","Move_Cost"
"750","Anna - True-Hearted","Ursula's Return","Dreamborn, Hero, Queen, Knight",NA,"Sapphire","Frozen",4,TRUE,"Character",2,"Super Rare","Let Me Help You: Whenever this character quests, your other Hero characters get +1{l} this turn.",4,2,NA
"751","Ariel - Treasure Collector","Ursula's Return","Storyborn, Hero, Princess","Ward","Sapphire","The Little Mermaid",6,FALSE,"Character",3,"Super Rare","Ward (Opponents can't choose this character except to challenge.)
The Girl Who Has Everything: While you have more items in play than each opponent, this character gets +2{l}.",4,3,NA
"752","Aurora - Lore Guardian","Ursula's Return","Floodborn, Hero, Princess","Shift 2","Sapphire","Sleeping Beauty",4,TRUE,"Character",2,"Super Rare","Shift 2 (You may pay 2 {i} to play this on top of one of your characters named Aurora.)
Preserver: Opponents can't choose your items for abilities or effects.
Royal Inventory: {e} one of your items - Look at the top card of your deck and put it on either the top or the bottom of your deck.",3,3,NA
"753","Aurora - Tranquil Princess","Ursula's Return","Dreamborn, Hero, Princess","Ward","Sapphire","Sleeping Beauty",2,TRUE,"Character",1,"Common","Ward (Opponents can't choose this character except to challenge.)",3,1,NA
"754","Dang Hu - Talon Chief","Ursula's Return","Storyborn, Villain","Support","Sapphire","Raya and the Last Dragon",5,TRUE,"Character",2,"Rare","You Better Talk Fast: Your other Villain characters gain Support. (Whenever they quest, you may add their {s} to another chosen character's {s} this turn.)",5,3,NA
"755","Fa Li - Mulan's Mother","Ursula's Return","Storyborn, Mentor",NA,"Sapphire","Mulan",1,TRUE,"Character",1,"Common",NA,3,1,NA
"756","Flounder - Collector's Companion","Ursula's Return","Storyborn, Ally","Support","Sapphire","The Little Mermaid",3,TRUE,"Character",2,"Uncommon","Support (Whenever this character quests, you may add their {s} to another chosen character's {s} this turn.)
I'm Not a Guppy: If you have a character named Ariel in play, you may pay 1 {i} less to play this character.",2,2,NA
"757","Hades - Meticulous Plotter","Ursula's Return","Storyborn, Villain, Deity",NA,"Sapphire","Hercules",4,TRUE,"Character",1,"Uncommon",NA,6,3,NA
"758","Hans - Noble Scoundrel","Ursula's Return","Storyborn, Villain, Prince",NA,"Sapphire","Frozen",3,TRUE,"Character",2,"Common","Royal Schemes: When you play this character, if a Princess or Queen character is in play, gain 1 lore.",2,3,NA
"759","Iduna - Caring Mother","Ursula's Return","Storyborn, Mentor, Queen",NA,"Sapphire","Frozen",4,TRUE,"Character",1,"Uncommon","Enduring Love: When this character is banished, you may put this card into your inkwell facedown and exerted.",3,3,NA
"760","John Silver - Terror of the Realm","Ursula's Return","Dreamborn, Villain, Alien, Pirate, Captain",NA,"Sapphire","Treasure Planet",8,TRUE,"Character",3,"Rare",NA,8,8,NA
"761","Olaf - Carrot Enthusiast","Ursula's Return","Floodborn, Ally","Shift","Sapphire","Frozen",3,TRUE,"Character",2,"Uncommon","Shift: Discard an item card (You may discard an item card to play this on top of one of your characters named Olaf.)
Carrots All Around!: Whenever he quests, each of your other characters gets +{s} equal to this character's {s} this turn.",4,1,NA
"762","Olaf - Trusting Companion","Ursula's Return","Storyborn, Ally","Support","Sapphire","Frozen",1,TRUE,"Character",1,"Common","Support (Whenever this character quests, you may add their {s} to another chosen character's {s} this turn.)",2,1,NA
"763","Pascal - Inquisitive Pet","Ursula's Return","Storyborn, Ally",NA,"Sapphire","Tangled",3,TRUE,"Character",1,"Common","Colorful Tactics: When you play this character, look at the top 3 cards of your deck and put them back in any order.",3,3,NA
"764","Prince Phillip - Gallant Defender","Ursula's Return","Storyborn, Hero, Prince","Support, Resist +1","Sapphire","Sleeping Beauty",3,TRUE,"Character",2,"Rare","Support (Whenever this character quests, you may add their {s} to another chosen character's {s} this turn.)
Best Defense: Whenever one of your characters is chosen for Support, they gain Resist +1 this turn. (Damage dealt to them is reduced by 1.)",3,1,NA
"765","Rapunzel - Appreciative Artist","Ursula's Return","Dreamborn, Hero, Princess","Ward","Sapphire","Tangled",5,TRUE,"Character",3,"Rare","Perceptive Partner: While you have a character named Pascal in play, this character gains Ward. (Opponents can't choose them except to challenge.)",5,3,NA
"766","Scuttle - Expert on Humans","Ursula's Return","Storyborn, Ally",NA,"Sapphire","The Little Mermaid",2,TRUE,"Character",1,"Uncommon","let Me See: When you play this character, look at the top 4 cards of your deck. You may reveal an item card and put it into your hand. Put the rest on the bottom of your deck in any order.",3,1,NA
"767","Sisu - Wise Friend","Ursula's Return","Storyborn, Hero, Deity, Dragon",NA,"Sapphire","Raya and the Last Dragon",6,TRUE,"Character",2,"Uncommon",NA,6,6,NA
"768","The Queen - Diviner","Ursula's Return","Dreamborn, Villain, Queen, Sorcerer",NA,"Sapphire","Snow White and the Seven Dwarves",3,TRUE,"Character",1,"Legendary","Consult the Spellbook: {e} - Look at the top 4 cards of your deck. You may reveal an item card and put it into your hand. If that item costs 3 or less, you may play it for free instead and it enters play exerted. Put the rest on the bottom of your deck in any order.",3,3,NA
"769","Transformed Chef - Castle Stove","Ursula's Return","Storyborn, Ally",NA,"Sapphire","The Beauty and the Beast",4,TRUE,"Character",NA,"Common","A Culinary Masterpiece: When you play this character, remove up to 2 damage from chosen character.",3,3,NA
"770","Triton - Champion of Atlantica","Ursula's Return","Floodborn, King","Shift 6","Sapphire","The Little Mermaid",9,TRUE,"Character",3,"Legendary","Shift 6 (You may pay 6 {i} to play this on top of one of your characters named Triton.)
Imposing Presence: Opposing characters get -1 {s} for each location you have in play.",9,7,NA
"771","Triton - Discerning King","Ursula's Return","Storyborn, King",NA,"Sapphire","The Little Mermaid",3,FALSE,"Character",1,"Rare","Consign to the Depths: {e}, Banish one of your items - Gain 3 lore.",3,3,NA
"772","Triton - Young Prince","Ursula's Return","Dreamborn, Prince","Evasive","Sapphire","The Little Mermaid",4,TRUE,"Character",1,"Uncommon","Superior Swimmer: During your turn, this character gains Evasive. (They can challenge characters with Evasive.)
Keeper of Atlantica: Whenever one of your locations is banished, you may put that card into your inkwell facedown and exerted.",4,3,NA
"773","Tuk Tuk - Curious Partner","Ursula's Return","Storyborn, Ally",NA,"Sapphire","Raya and the Last Dragon",2,TRUE,"Character",1,"Common",NA,3,2,NA
"774","Dig a Little Deeper","Ursula's Return",NA,"Sing Together 8","Sapphire","The Princess and the Frog",8,FALSE,"Action - Song",NA,"Uncommon","Sing Together 8 (Any number of your or your teammates' characters with total cost 8 or more may {e} to sing this song for free.)
Look at the top 7 cards of your deck. Put 2 into your hand. Put the rest on the bottom of your deck in any order.",NA,NA,NA
"775","Glean","Ursula's Return",NA,NA,"Sapphire","The Beauty and the Beast",1,TRUE,"Action",NA,"Common","Banish chosen item. Its player gains 2 lore.",NA,NA,NA
"776","Seldom All They Seem","Ursula's Return",NA,NA,"Sapphire","Sleeping Beauty",2,TRUE,"Action - Song",NA,"Common","(A character with cost 2 or more can {e} to sing this song for free.)
Chosen character gets -3 {s} this turn.",NA,NA,NA
"777","Treasures Untold","Ursula's Return",NA,NA,"Sapphire","The Little Mermaid",6,TRUE,"Action - Song",NA,"Rare","(A character with cost 6 or more can {e} to sing this song for free.)
Return up to 2 item cards from your discard into your hand.",NA,NA,NA
"778","Field of Ice","Ursula's Return",NA,"Resist +1","Sapphire","Frozen",3,TRUE,"Item",NA,"Rare","Icy Defense: Whenever your play a character, they gain Resist +1 until the start of your next turn. (Damage dealt to them is reduced by 1.)",NA,NA,NA
"779","Giant Stone Dragon","Ursula's Return",NA,NA,"Sapphire","Mulan",3,TRUE,"Item",NA,"Uncommon","Asleep: This item enters play exerted.
Awaken: {e} - Put a character card from your discard into your inkwell facedown and exerted.",NA,NA,NA
"780","Ice Block","Ursula's Return",NA,NA,"Sapphire","Frozen",1,FALSE,"Item",NA,"Common","Chilly Labor: {e} - Chosen character gets -1 {s} this turn.",NA,NA,NA
"781","Ariel's Grotto - A Secret Place","Ursula's Return",NA,NA,"Sapphire","The Little Mermaid",2,TRUE,"Location",0,"Rare","Treasure Trove: While you have 3 or more items in play, this location gets +2 {l}.",7,NA,2
"782","Winter Camp - Medical Tent","Ursula's Return",NA,NA,"Sapphire","Mulan",3,TRUE,"Location",1,"Common","Help the Wounded: Whenever a character quests while here, remove up to 2 damage from them. If they're a Hero character, remove up to 4 damage instead.",8,NA,1
"783","Aladdin - Brave Rescuer","Ursula's Return","Floodborn, Hero","Shift","Steel","Aladdin",3,TRUE,"Character",1,"Uncommon","Shift: Discard a location card (You may discard a location card to play this on top of one of your characters named Aladdin.)
Crashing Though: Whenever this character quests, you may banish chosen item.",3,3,NA
"784","Aladdin - Resolute Swordsman","Ursula's Return","Storyborn, Hero",NA,"Steel","Aladdin",1,TRUE,"Character",1,"Common",NA,3,1,NA
"785","Arges - The Cyclops","Ursula's Return","Storyborn, Titan",NA,"Steel","Hercules",2,TRUE,"Character",1,"Common",NA,3,3,NA
"786","Ariel - Determined Mermaid","Ursula's Return","Storyborn, Hero, Princess",NA,"Steel","The Little Mermaid",3,TRUE,"Character",1,"Common","I Want More: Whenever you play a song, you may draw a card, then choose and discard a card.",4,2,NA
"787","Ariel - Sonic Warrior","Ursula's Return","Floodborn, Hero, Princess","Shift 4","Steel","The Little Mermaid",6,TRUE,"Character",2,"Super Rare","Shift 4 (You may pay 4{i} to play this on top of one of your characters named Ariel.)
Amplified Voice: Whenever you play a song, you may pay 2{i} to deal 3 damage to chosen character.",8,3,NA
"788","Beast - Thick-Skinned","Ursula's Return","Storyborn, Hero, Prince","Resist +1","Steel","The Beauty and the Beast",3,TRUE,"Character",1,"Common","Resist +1 (Damage dealt to this character is reduced by 1.)",3,2,NA
"789","Chi-Fu - Imperial Advisor","Ursula's Return","Storyborn, Ally",NA,"Steel","Mulan",3,TRUE,"Character",1,"Uncommon","Overly Cautious: While this character has no damage, he gets +2{l}.",5,0,NA
"790","Chien-Po - Imperial Soldier","Ursula's Return","Storyborn, Ally","Bodyguard","Steel","Mulan",5,TRUE,"Character",1,"Common","Bodyguard (This character may enter play exerted. An opposing character who challenges one of your characters must choose one with Bodyguard first if able.)",7,4,NA
"791","Donald Duck - Buccaneer","Ursula's Return","Dreamborn, Hero, Pirate, Captain",NA,"Steel","Duck Tales",4,TRUE,"Character",1,"Legendary","Boarding Party: During your turn, whenever this character banishes a character in a challenge, your other characters get +1 {l} this turn.",4,3,NA
"792","Hercules - Beloved Hero","Ursula's Return","Storyborn, Hero, Prince","Bodyguard, Resist +1","Steel","Hercules",6,TRUE,"Character",2,"Rare","Bodyguard (This character may enter play exerted. An opposing character who challenges on of your characters must chose one with Bodyguard if able.)
Resist +1 (Damage dealt to this character is reduced by 1)",5,6,NA
"793","Lefou - Opportunistic Flunky","Ursula's Return","Dreamborn, Ally",NA,"Steel","The Beauty and the Beast",3,TRUE,"Character",1,"Rare","I Learned From the Best: During your turn, you may play this character for free if an opposing character was banished in a challenge this turn.",3,2,NA
"794","Li Shang - Imperial Captian","Ursula's Return","Dreamborn, Hero, Captain",NA,"Steel","Mulan",5,TRUE,"Character",2,"Uncommon",NA,5,5,NA
"795","Ling - Imperial Soldier","Ursula's Return","Storyborn, Ally",NA,"Steel","Mulan",3,TRUE,"Character",1,"Uncommon","Full of Spirit: Your Hero characters get +1{s}.",3,3,NA
"796","Luisa Madrigal - Rock of the Family","Ursula's Return","Storyborn, Ally, Madrigal",NA,"Steel","Encanto",3,TRUE,"Character",1,"Common","I'm the Strong One: While you have another character in play, this character gets +2{s}.",4,2,NA
"797","Magic Broom - Aerial Cleaner","Ursula's Return","Dreamborn, Broom","Evasive","Steel","Fantasia",2,TRUE,"Character",1,"Common","Winged for a Day: During your turn, this character gains Evasive. (They can challenge characters with Evasive.)",3,2,NA
"798","Magic Broom - Brigade Commander","Ursula's Return","Dreamborn, Broom","Resist +1","Steel","Fantasia",6,TRUE,"Character",2,"Super Rare","Resist +1 (Damage dealt to this character is reduced by 1.)
Army of Brooms: This character gets +2{s} for each other character named Magic Broom you have in play",6,2,NA
"799","Mickey Mouse - Playful Sorcerer","Ursula's Return","Floodborn, Hero, Sorcerer","Shift 3, Resist +1","Steel","Disney Classics",5,TRUE,"Character",2,"Rare","Shift 3 (You may pay 3{i} to play this on top of one of your characters named Mickey Mouse.)
Resist +1 (Damage dealt to this character is reduced by 1.)
Sweep Away: When you play this character, deal damage to chosen character equal to the number of Broom characters you have in play.",4,3,NA
"800","Mickey Mouse - Standard Bearer","Ursula's Return","Storyborn, Hero","Challenger +2","Steel","Disney Classics",2,TRUE,"Character",1,"Common","Stand Strong: When you play this character, chosen character gains Challenger +2 this turn. (They gain +2{s} while challenging.)",3,1,NA
"801","Mulan - Armoured Fighter","Ursula's Return","Storyborn, Hero, Princess",NA,"Steel","Mulan",4,TRUE,"Character",1,"Common",NA,6,3,NA
"802","Philoctetes - No-Nonsense Instructor","Ursula's Return","Storyborn, Ally","Challenger +1","Steel","Hercules",4,TRUE,"Character",2,"Rare","You Gotta Stay Focused: Your Hero characters gain Challenger +1 (They get +1{s} while challenging)
Shameless Promoter: Whenever you play a Hero character, gain 1 lore.",3,2,NA
"803","Piglet - Sturdy Swordsman","Ursula's Return","Dreamborn, Hero","Resist +1","Steel","Winnie the Pooh",5,FALSE,"Character",3,"Legendary","Resist +1 (Damage dealt to this character is reduced by 1.)
Not So Small Anymore: While you have no cards in your hand, this character can challenge ready characters.",5,3,NA
